id,name,kota_id
kec_4854,Sabu Liae,Sabu Raijua
kec_4855,Sabu Barat,Sabu Raijua
kec_4856,Sabu Tengah,Sabu Raijua
kec_4857,Sabu Timur,Sabu Raijua
kec_4858,Raijua,Sabu Raijua
kec_4859,Kota Soe,Timor Tengah Selatan
kec_4860,Amanuban Barat,Timor Tengah Selatan
kec_4861,Kuatnana,Timor Tengah Selatan
kec_4862,Mollo Utara,Timor Tengah Selatan
kec_4863,Tobu,Timor Tengah Selatan
kec_4864,Polen,Timor Tengah Selatan
kec_4865,Mollo Barat,Timor Tengah Selatan
kec_4866,Mollo Selatan,Timor Tengah Selatan
kec_4867,Mollo Tengah,Timor Tengah Selatan
kec_4868,Fatumnasi,Timor Tengah Selatan
kec_4869,Nunbena,Timor Tengah Selatan
kec_4870,Amanuban Selatan,Timor Tengah Selatan
kec_4871,Batu Putih,Timor Tengah Selatan
kec_4872,Noebeba,Timor Tengah Selatan
kec_4873,Kualin,Timor Tengah Selatan
kec_4874,Kolbano,Timor Tengah Selatan
kec_4875,Kuanfatu,Timor Tengah Selatan
kec_4876,Amanuban Tengah,Timor Tengah Selatan
kec_4877,Oenino,Timor Tengah Selatan
kec_4878,Fautmolo,Timor Tengah Selatan
kec_4879,Fatukopa,Timor Tengah Selatan
kec_4880,Amanuban Timur,Timor Tengah Selatan
kec_4881,Amanatun Selatan,Timor Tengah Selatan
kec_4882,Boking,Timor Tengah Selatan
kec_4883,Nunkolo,Timor Tengah Selatan
kec_4884,Noebana,Timor Tengah Selatan
kec_4885,Santian,Timor Tengah Selatan
kec_4886,Kok Baun,Timor Tengah Selatan
kec_4887,Toianas,Timor Tengah Selatan
kec_4888,Amanatun Utara,Timor Tengah Selatan
kec_4889,Kie (Ki'e),Timor Tengah Selatan
kec_4890,Kot Olin,Timor Tengah Selatan
kec_4891,Kota Kefamenanu,Timor Tengah Utara
kec_4892,Biboki Anleu,Timor Tengah Utara
kec_4893,Bikomi Selatan,Timor Tengah Utara
kec_4894,Miomaffo Timur,Timor Tengah Utara
kec_4895,Bikomi Utara,Timor Tengah Utara
kec_4896,Naibenu,Timor Tengah Utara
kec_4897,Bikomi Tengah,Timor Tengah Utara
kec_4898,Bikomi Nilulat,Timor Tengah Utara
kec_4899,Musi,Timor Tengah Utara
kec_4900,Miomaffo Tengah,Timor Tengah Utara
kec_4901,Noemuti,Timor Tengah Utara
kec_4902,Miomaffo Barat,Timor Tengah Utara
kec_4903,Noemuti Timur,Timor Tengah Utara
kec_4904,Mutis,Timor Tengah Utara
kec_4905,Insana,Timor Tengah Utara
kec_4906,Insana Barat,Timor Tengah Utara
kec_4907,Insana Fafinesu,Timor Tengah Utara
kec_4908,Insana Utara,Timor Tengah Utara
kec_4909,Insana Tengah,Timor Tengah Utara
kec_4910,Biboki Moenleu,Timor Tengah Utara
kec_4911,Biboki Tan Pah,Timor Tengah Utara
kec_4912,Biboki Selatan,Timor Tengah Utara
kec_4913,Biboki Utara,Timor Tengah Utara
kec_4914,Biboki Feotleu,Timor Tengah Utara
kec_4915,Atambua Kota,Belu
kec_4916,Tasifeto Timur,Belu
kec_4917,Atambua Barat,Belu
kec_4918,Atambua Selatan,Belu
kec_4919,Laen Manen,Belu
kec_4920,Tasifeto Barat,Belu
kec_4921,Kakuluk Mesak,Belu
kec_4922,Nanaet Duabesi,Belu
kec_4923,Malaka Timur,Belu
kec_4924,Raimanuk,Belu
kec_4925,Malaka Tengah,Belu
kec_4926,Wewiku,Belu
kec_4927,Weliman,Belu
kec_4928,Malaka Barat,Belu
kec_4929,Rinhat,Belu
kec_4930,Sasitamean,Belu
kec_4931,Botin Leo Bele,Belu
kec_4932,Io Kufeu,Belu
kec_4933,Kobalima Timur,Belu
kec_4934,Kobalima,Belu
kec_4935,Lasiolat,Belu
kec_4936,Lamaknen Selatan,Belu
kec_4937,Lamaknen,Belu
kec_4938,Raihat,Belu
kec_4939,Teluk Mutiara,Alor
kec_4940,Kabola,Alor
kec_4941,Alor Barat Laut,Alor
kec_4942,Pulau Pura,Alor
kec_4943,Alor Barat Daya,Alor
kec_4944,Mataru,Alor
kec_4945,Alor Tengah Utara,Alor
kec_4946,Alor Selatan,Alor
kec_4947,Lembur,Alor
kec_4948,Alor Timur Laut,Alor
kec_4949,Alor Timur,Alor
kec_4950,Pureman,Alor
kec_4951,Pantar Barat Laut,Alor
kec_4952,Pantar Tengah,Alor
kec_4953,Pantar,Alor
kec_4954,Pantar Barat,Alor
kec_4955,Pantar Timur,Alor
kec_4956,Lobalain,Rote Ndao
kec_4957,Rote Selatan,Rote Ndao
kec_4958,Rote Tengah,Rote Ndao
kec_4959,Pantai Baru,Rote Ndao
kec_4960,Landu Leko,Rote Ndao
kec_4961,Rote Timur,Rote Ndao
kec_4962,Rote Barat Laut,Rote Ndao
kec_4963,Rote Barat,Rote Ndao
kec_4964,Rote Barat Daya,Rote Ndao
kec_4965,Ndao Nuse,Rote Ndao
kec_4966,Alok Timur,Sikka
kec_4967,Kotabaru,Ende
kec_4968,Palue,Sikka
kec_4969,Alok,Sikka
kec_4970,Mego,Sikka
kec_4971,Alok Barat,Sikka
kec_4972,Koting,Sikka
kec_4973,Nelle (Maumerei),Sikka
kec_4974,Nita,Sikka
kec_4975,Magepanda,Sikka
kec_4976,Tana Wawo,Sikka
kec_4977,Paga,Sikka
kec_4978,Lela,Sikka
kec_4979,Bola,Sikka
kec_4980,Mapitara,Sikka
kec_4981,Doreng,Sikka
kec_4982,Hewokloang,Sikka
kec_4983,Kangae,Sikka
kec_4984,Kewapante,Sikka
kec_4985,Waigete,Sikka
kec_4986,Talibura,Sikka
kec_4987,Waiblama,Sikka
kec_4988,Ile Mandiri,Flores Timur
kec_4989,Larantuka,Flores Timur
kec_4990,Demon Pagong,Flores Timur
kec_4991,Tanjung Bunga,Flores Timur
kec_4992,Lewolema,Flores Timur
kec_4993,Titehena,Flores Timur
kec_4994,Ile Boleng,Flores Timur
kec_4995,Wulanggitang,Flores Timur
kec_4996,Ile Bura,Flores Timur
kec_4997,Wotan Ulumado,Flores Timur
kec_4998,Adonara Timur,Flores Timur
kec_4999,Kelubagolit (Klubagolit),Flores Timur
kec_5000,Adonara,Flores Timur
kec_5001,Witihama (Watihama),Flores Timur
kec_5002,Adonara Tengah,Flores Timur
kec_5003,Adonara Barat,Flores Timur
kec_5004,Solor Selatan,Flores Timur
kec_5005,Solor Timur,Flores Timur
kec_5006,Solor Barat,Flores Timur
kec_5007,Ende Tengah,Ende
kec_5008,Ende Selatan,Ende
kec_5009,Ende Timur,Ende
kec_5010,Kelimutu,Ende
kec_5011,Ende Utara,Ende
kec_5012,Ende,Ende
kec_5013,Nangapanda,Ende
kec_5014,Maukaro,Ende
kec_5015,Wewaria,Ende
kec_5016,Lio Timur,Ende
kec_5017,Ndona Timur,Ende
kec_5018,Ndona,Ende
kec_5019,Pulau Ende,Ende
kec_5020,Detukeli,Ende
kec_5021,Detusoko,Ende
kec_5022,Ndori,Ende
kec_5023,Wolowaru,Ende
kec_5024,Lepembusu Kelisoke,Ende
kec_5025,Maurole,Ende
kec_5026,Wolojita,Ende
kec_5027,Bajawa,Ngada
kec_5028,Bajawa Utara,Ngada
kec_5029,Riung Barat,Ngada
kec_5030,Riung,Ngada
kec_5031,Soa,Ngada
kec_5032,Wolomeze (Riung Selatan),Ngada
kec_5033,Aimere,Ngada
kec_5034,Jerebuu,Ngada
kec_5035,Inerie,Ngada
kec_5036,Golewa Selatan,Ngada
kec_5037,Golewa Barat,Ngada
kec_5038,Golewa,Ngada
kec_5039,Boawae,Nagekeo
kec_5040,Mauponggo,Nagekeo
kec_5041,Nangaroro,Nagekeo
kec_5042,Keo Tengah,Nagekeo
kec_5043,Aesesa,Nagekeo
kec_5044,Wolowae,Nagekeo
kec_5045,Aesesa Selatan,Nagekeo
kec_5046,Langke Rembong,Manggarai
kec_5047,Rahong Utara,Manggarai
kec_5048,Lelak,Manggarai
kec_5049,Ruteng,Manggarai
kec_5050,Satar Mese Barat,Manggarai
kec_5051,Satar Mese,Manggarai
kec_5052,Rana Mese,Manggarai Timur
kec_5053,Borong,Manggarai Timur
kec_5054,Kota Komba,Manggarai Timur
kec_5055,Elar Selatan,Manggarai Timur
kec_5056,Elar,Manggarai Timur
kec_5057,Lamba Leda,Manggarai Timur
kec_5058,Poco Ranaka Timur,Manggarai Timur
kec_5059,Poco Ranaka,Manggarai Timur
kec_5060,Sambi Rampas,Manggarai Timur
kec_5061,Cibal Barat,Manggarai
kec_5062,Wae Rii,Manggarai
kec_5063,Cibal,Manggarai
kec_5064,Reok,Manggarai
kec_5065,Reok Barat,Manggarai
kec_5066,Nubatukan,Lembata
kec_5067,Lebatukan,Lembata
kec_5068,Ile Ape,Lembata
kec_5069,Ile Ape Timur,Lembata
kec_5070,Nagawutung,Lembata
kec_5071,Wulandoni (Wulandioni),Lembata
kec_5072,Atadei,Lembata
kec_5073,Omesuri,Lembata
kec_5074,Buyasuri (Buyasari),Lembata
kec_5075,Kuwus,Manggarai Barat
kec_5076,Ndoso,Manggarai Barat
kec_5077,Lembor Selatan,Manggarai Barat
kec_5078,Lembor,Manggarai Barat
kec_5079,Welak,Manggarai Barat
kec_5080,Komodo,Manggarai Barat
kec_5081,Boleng,Manggarai Barat
kec_5082,Macang Pacar,Manggarai Barat
kec_5083,Mbeliling,Manggarai Barat
kec_5084,Sano Nggoang,Manggarai Barat
kec_5085,Kota Waingapu,Sumba Timur
kec_5086,Kambera,Sumba Timur
kec_5087,Kambata Mapambuhang,Sumba Timur
kec_5088,Lewa,Sumba Timur
kec_5089,Lewa Tidahu,Sumba Timur
kec_5090,Nggaha Oriangu,Sumba Timur
kec_5091,Katala Hamu Lingu,Sumba Timur
kec_5092,Kanatang,Sumba Timur
kec_5093,Haharu,Sumba Timur
kec_5094,Tabundung,Sumba Timur
kec_5095,Pinupahar (Pirapahar),Sumba Timur
kec_5096,Mahu,Sumba Timur
kec_5097,Pandawai,Sumba Timur
kec_5098,Kahaunguweti (Kahaungu Eti),Sumba Timur
kec_5099,Paberiwai,Sumba Timur
kec_5100,Matawai Lappau (La Pawu),Sumba Timur
kec_5101,Karera,Sumba Timur
kec_5102,Ngadu Ngala,Sumba Timur
kec_5103,Rindi,Sumba Timur
kec_5104,Umalulu,Sumba Timur
kec_5105,Wula Waijelu,Sumba Timur
kec_5106,Pahunga Lodu,Sumba Timur
kec_5107,Kota Waikabubak,Sumba Barat
kec_5108,Wewewa Tengah (Wewera Tengah),Sumba Barat Daya
kec_5109,Wewewa Timur,Sumba Barat Daya
kec_5110,Wewewa Utara,Sumba Barat Daya
kec_5111,Wewewa Barat,Sumba Barat Daya
kec_5112,Loura (Laura),Sumba Barat Daya
kec_5113,Kota Tambolaka,Sumba Barat Daya
kec_5114,Tana Righu,Sumba Barat
kec_5115,Mamboro,Sumba Tengah
kec_5116,Kodi,Sumba Barat Daya
kec_5117,Kodi Utara,Sumba Barat Daya
kec_5118,Kodi Bangedo,Sumba Barat Daya
kec_5119,Kodi Balaghar,Sumba Barat Daya
kec_5120,Wewewa Selatan,Sumba Barat Daya
kec_5121,Lamboya,Sumba Barat
kec_5122,Lamboya Barat,Sumba Barat
kec_5123,Wanokaka,Sumba Barat
kec_5124,Umbu Ratu Nggay Barat,Sumba Tengah
kec_5125,Katikutana,Sumba Tengah
kec_5126,Katikutana Selatan,Sumba Tengah
kec_5127,Umbu Ratu Nggay,Sumba Tengah
kec_5128,Loli,Sumba Barat
kec_5129,Ujung Pandang,Makassar
kec_5130,Mariso,Makassar
kec_5131,Mamajang,Makassar
kec_5132,Makassar,Makassar
kec_5133,Bontoala,Makassar
kec_5134,Ujung Tanah,Makassar
kec_5135,Wajo,Makassar
kec_5136,Tallo,Makassar
kec_5137,Rappocini,Makassar
kec_5138,Tamalate,Makassar
kec_5139,Barombong,Gowa
kec_5140,Barebbo,Bone
kec_5141,Panakkukang,Makassar
kec_5142,Manggala,Makassar
kec_5143,Biring Kanaya,Makassar
kec_5144,Tamalanrea,Makassar
kec_5145,Biringbulu,Gowa
kec_5146,Turikale,Maros
kec_5147,Maros Baru,Maros
kec_5148,Lau,Maros
kec_5149,Marusu,Maros
kec_5150,Mandai,Maros
kec_5151,Tanralili,Maros
kec_5152,Bontoa (Maros Utara),Maros
kec_5153,Bantimurung,Maros
kec_5154,Tondong Tallasa,Pangkajene Kepulauan
kec_5155,Tompu Bulu,Maros
kec_5156,Simbang,Maros
kec_5157,Camba,Maros
kec_5158,Moncongloe,Maros
kec_5159,Mallawa,Maros
kec_5160,Pangkajene,Pangkajene Kepulauan
kec_5161,Minasa Tene,Pangkajene Kepulauan
kec_5162,Bungoro,Pangkajene Kepulauan
kec_5163,Labakkang,Pangkajene Kepulauan
kec_5164,Marang (Ma Rang),Pangkajene Kepulauan
kec_5165,Segeri,Pangkajene Kepulauan
kec_5166,Mandalle,Pangkajene Kepulauan
kec_5167,Balocci,Pangkajene Kepulauan
kec_5168,Liukang Tupabbiring,Pangkajene Kepulauan
kec_5169,Liukang Tupabbiring Utara,Pangkajene Kepulauan
kec_5170,Liukang Kalmas (Kalukuang Masalima),Pangkajene Kepulauan
kec_5171,Liukang Tangaya,Pangkajene Kepulauan
kec_5172,Barru,Barru
kec_5173,Tanete Rilau,Barru
kec_5174,Mallusetasi,Barru
kec_5175,Soppeng Riaja,Barru
kec_5176,Pujananting,Barru
kec_5177,Balusu,Barru
kec_5178,Tanete Riaja,Barru
kec_5179,Lalabata,Soppeng
kec_5180,Mario Riawa,Soppeng
kec_5181,Donri-Donri,Soppeng
kec_5182,Liliraja (Lili Riaja),Soppeng
kec_5183,Ganra,Soppeng
kec_5184,Citta,Soppeng
kec_5185,Mario Riwawo,Soppeng
kec_5186,Lili Rilau,Soppeng
kec_5187,Tempe,Wajo
kec_5188,Belawa,Wajo
kec_5189,Tana Sitolo,Wajo
kec_5190,Maniang Pajo,Wajo
kec_5191,Gilireng,Wajo
kec_5192,Sabbang Paru,Wajo
kec_5193,Pammana,Wajo
kec_5194,Takkalalla,Wajo
kec_5195,Sajoanging,Wajo
kec_5196,Penrang,Wajo
kec_5197,Bola,Wajo
kec_5198,Majauleng,Wajo
kec_5199,Pitumpanua,Wajo
kec_5200,Keera,Wajo
kec_5201,Ujung,Parepare
kec_5202,Bacukiki Barat,Parepare
kec_5203,Bacukiki,Parepare
kec_5204,Soreang,Parepare
kec_5205,Watang Sawitto,Pinrang
kec_5206,Paleteang,Pinrang
kec_5207,Patampanua,Pinrang
kec_5208,Duampanua,Pinrang
kec_5209,Batulappa,Pinrang
kec_5210,Lembang,Pinrang
kec_5211,Tiroang,Pinrang
kec_5212,Mattiro Sompe,Pinrang
kec_5213,Cempa,Pinrang
kec_5214,Mattiro Bulu,Pinrang
kec_5215,Lanrisang,Pinrang
kec_5216,Suppa,Pinrang
kec_5217,Binuang,Polewali Mandar
kec_5218,Polewali,Polewali Mandar
kec_5219,Anreapi,Polewali Mandar
kec_5220,Tapalang Barat,Mamuju
kec_5221,Wonomulyo,Polewali Mandar
kec_5222,Matangnga,Polewali Mandar
kec_5223,Tapango,Polewali Mandar
kec_5224,Matakali,Polewali Mandar
kec_5225,Tapalang,Mamuju
kec_5226,Luyo,Polewali Mandar
kec_5227,Mapilli,Polewali Mandar
kec_5228,Campalagian,Polewali Mandar
kec_5229,Bulo,Polewali Mandar
kec_5230,Balanipa,Polewali Mandar
kec_5231,Tinambung,Polewali Mandar
kec_5232,Tubbi Taramanu (Tutar/Tutallu),Polewali Mandar
kec_5233,Sumarorong,Mamasa
kec_5234,Messawa,Mamasa
kec_5235,Mamasa,Mamasa
kec_5236,Nosu,Mamasa
kec_5237,Pana,Mamasa
kec_5238,Tabang,Mamasa
kec_5239,Tawalian,Mamasa
kec_5240,Sesena Padang,Mamasa
kec_5241,Balla,Mamasa
kec_5242,Tanduk Kalua,Mamasa
kec_5243,Bambang,Mamasa
kec_5244,Rantebulahan Timur,Mamasa
kec_5245,Mehalaan,Mamasa
kec_5246,Mambi,Mamasa
kec_5247,Tabulahan,Mamasa
kec_5248,Aralle (Arrale),Mamasa
kec_5249,Buntumalangka,Mamasa
kec_5250,Banggae,Majene
kec_5251,Banggae Timur,Majene
kec_5252,Limboro,Polewali Mandar
kec_5253,Pamboang,Majene
kec_5254,Tammeredo Sendana,Majene
kec_5255,Sendana,Majene
kec_5256,Tubo (Tubo Sendana),Majene
kec_5257,Malunda,Majene
kec_5258,Ulumunda,Majene
kec_5259,Mamuju,Mamuju
kec_5260,Kep. Bala Balakang,Mamuju
kec_5261,Dapurang,Mamuju Utara
kec_5262,Simboro dan Kepulauan,Mamuju
kec_5263,Karossa,Mamuju
kec_5264,Kalukku,Mamuju
kec_5265,Bonehau,Mamuju
kec_5266,Kalumpang,Mamuju
kec_5267,Tommo,Mamuju
kec_5268,Budong-Budong,Mamuju
kec_5269,Tobadak,Mamuju
kec_5270,Topoyo,Mamuju
kec_5271,Papalang,Mamuju
kec_5272,Sampaga,Mamuju
kec_5273,Pangale,Mamuju
kec_5274,Pasangkayu,Mamuju Utara
kec_5275,Pedongga,Mamuju Utara
kec_5276,Tikke Raya,Mamuju Utara
kec_5277,Lariang,Mamuju Utara
kec_5278,Baras,Mamuju Utara
kec_5279,Bulu Taba,Mamuju Utara
kec_5280,Sarudu,Mamuju Utara
kec_5281,Duripoku,Mamuju Utara
kec_5282,Bambaira,Mamuju Utara
kec_5283,Bambalamotu,Mamuju Utara
kec_5284,Sarjo,Mamuju Utara
kec_5285,Maritengngae,Sidenreng Rappang/Rapang
kec_5286,Wattang Sidenreng (Watang Sidenreng),Sidenreng Rappang/Rapang
kec_5287,Panca Rijang,Sidenreng Rappang/Rapang
kec_5288,Baranti,Sidenreng Rappang/Rapang
kec_5289,Kulo,Sidenreng Rappang/Rapang
kec_5290,Watang Pulu,Sidenreng Rappang/Rapang
kec_5291,Tellu Limpoe,Sidenreng Rappang/Rapang
kec_5292,Tellu Limpoe,Bone
kec_5293,Tellu Limpoe,Sinjai
kec_5294,Panca Lautan (Lautang),Sidenreng Rappang/Rapang
kec_5295,Dua Pitue,Sidenreng Rappang/Rapang
kec_5296,Pitu Riawa,Sidenreng Rappang/Rapang
kec_5297,Pitu Raise/Riase,Sidenreng Rappang/Rapang
kec_5298,Enrekang,Enrekang
kec_5299,Cendana,Enrekang
kec_5300,Anggeraja,Enrekang
kec_5301,Malua,Enrekang
kec_5302,Baraka,Enrekang
kec_5303,Buntu Batu,Enrekang
kec_5304,Baroko,Enrekang
kec_5305,Masalle,Enrekang
kec_5306,Alla,Enrekang
kec_5307,Curio,Enrekang
kec_5308,Maiwa,Enrekang
kec_5309,Bungin,Enrekang
kec_5310,Makale,Tana Toraja
kec_5311,Makale Utara,Tana Toraja
kec_5312,Makale Selatan,Tana Toraja
kec_5313,Rantepao,Toraja Utara
kec_5314,Tallunglipu,Toraja Utara
kec_5315,Tikala,Toraja Utara
kec_5316,Kesu,Toraja Utara
kec_5317,Sanggalangi,Toraja Utara
kec_5318,Sopai,Toraja Utara
kec_5319,Bangkelekila,Toraja Utara
kec_5320,Rantebua,Toraja Utara
kec_5321,Sesean,Toraja Utara
kec_5322,Buntao,Toraja Utara
kec_5323,Sesean Suloara,Toraja Utara
kec_5324,Sa'dan,Toraja Utara
kec_5325,Rindingallo,Toraja Utara
kec_5326,Awan Rante Karua,Toraja Utara
kec_5327,Baruppu,Toraja Utara
kec_5328,Buntu Pepasan,Toraja Utara
kec_5329,Masanda,Tana Toraja
kec_5330,Kapalla Pitu (Kapala Pitu),Toraja Utara
kec_5331,Limbong,Luwu Utara
kec_5332,Balusu,Toraja Utara
kec_5333,Nanggala,Toraja Utara
kec_5334,Tondon,Toraja Utara
kec_5335,Bittuang,Tana Toraja
kec_5336,Malimbong Balepe,Tana Toraja
kec_5337,Rembon,Tana Toraja
kec_5338,Saluputti,Tana Toraja
kec_5339,Kurra,Tana Toraja
kec_5340,Dende' Piongan Napo,Toraja Utara
kec_5341,Rantetayo,Tana Toraja
kec_5342,Gandang Batu Sillanan,Tana Toraja
kec_5343,Mengkendek,Tana Toraja
kec_5344,Bonggakaradeng,Tana Toraja
kec_5345,Rano,Tana Toraja
kec_5346,Mappak,Tana Toraja
kec_5347,Simbuang,Tana Toraja
kec_5348,Sangalla Selatan,Tana Toraja
kec_5349,Sangalla Utara,Tana Toraja
kec_5350,Sangalla (Sanggala),Tana Toraja
kec_5351,Wara Utara,Palopo
kec_5352,Bara,Palopo
kec_5353,Wara Barat,Palopo
kec_5354,Wara Timur,Palopo
kec_5355,Latimojong,Luwu
kec_5356,Wara,Palopo
kec_5357,Mungkajang,Palopo
kec_5358,Sendana,Palopo
kec_5359,Wara Selatan,Palopo
kec_5360,Walenrang,Luwu
kec_5361,Lamasi Timur,Luwu
kec_5362,Walenrang Barat,Luwu
kec_5363,Walenrang Timur,Luwu
kec_5364,Lamasi,Luwu
kec_5365,Walenrang Utara,Luwu
kec_5366,Telluwanua,Palopo
kec_5367,Bone-Bone,Luwu Utara
kec_5368,Tana Lili,Luwu Utara
kec_5369,Malili,Luwu Timur
kec_5370,Bua,Luwu
kec_5371,Bassesang Tempe (Bastem),Luwu
kec_5372,Basse Sangtempe Utara,Luwu
kec_5373,Bua Ponrang (Bupon),Luwu
kec_5374,Belopa,Luwu
kec_5375,Kamanre,Luwu
kec_5376,Belopa Utara,Luwu
kec_5377,Bajo,Luwu
kec_5378,Bajo Barat,Luwu
kec_5379,Suli,Luwu
kec_5380,Suli Barat,Luwu
kec_5381,Larompong,Luwu
kec_5382,Larompong Selatan,Luwu
kec_5383,Ponrang Selatan,Luwu
kec_5384,Ponrang,Luwu
kec_5385,Somba Opu (Upu),Gowa
kec_5386,Bajeng,Gowa
kec_5387,Bajeng Barat,Gowa
kec_5388,Bontonompo,Gowa
kec_5389,Bontonompo Selatan,Gowa
kec_5390,Pallangga,Gowa
kec_5391,Tombolo Pao,Gowa
kec_5392,Bontomarannu,Gowa
kec_5393,Pattallassang,Gowa
kec_5394,Parangloe,Gowa
kec_5395,Manuju,Gowa
kec_5396,Parigi,Gowa
kec_5397,Tinggimoncong,Gowa
kec_5398,Tompobulu,Gowa
kec_5399,Bungaya,Gowa
kec_5400,Bontolempangang,Gowa
kec_5401,Patallassang,Takalar
kec_5402,Polombangkeng Utara (Polobangkeng),Takalar
kec_5403,Sanrobone,Takalar
kec_5404,Mappakasunggu,Takalar
kec_5405,Polombangkeng Selatan (Polobangkeng),Takalar
kec_5406,Galesong Selatan,Takalar
kec_5407,Galesong,Takalar
kec_5408,Galesong Utara,Takalar
kec_5409,Mangara Bombang,Takalar
kec_5410,Binamu,Jeneponto
kec_5411,Turatea,Jeneponto
kec_5412,Rumbia,Jeneponto
kec_5413,Bontoramba,Jeneponto
kec_5414,Tamalatea,Jeneponto
kec_5415,Bangkala Barat,Jeneponto
kec_5416,Bangkala,Jeneponto
kec_5417,Tarowang,Jeneponto
kec_5418,Arungkeke,Jeneponto
kec_5419,Batang,Jeneponto
kec_5420,Kelara,Jeneponto
kec_5421,Bantaeng,Bantaeng
kec_5422,Eremerasa,Bantaeng
kec_5423,Bissappu,Bantaeng
kec_5424,Sinoa,Bantaeng
kec_5425,Uluere,Bantaeng
kec_5426,Gantarang Keke (Gantareng Keke),Bantaeng
kec_5427,Tompobulu,Bantaeng
kec_5428,Pajukukang,Bantaeng
kec_5429,Ujung Bulu,Bulukumba
kec_5430,Kindang,Bulukumba
kec_5431,Rilau Ale,Bulukumba
kec_5432,Bulukumba (Bulukumpa),Bulukumba
kec_5433,Gantorang/Gantarang (Gangking),Bulukumba
kec_5434,Bonto Bahari,Bulukumba
kec_5435,Bontotiro,Bulukumba
kec_5436,Hero Lange-Lange (Herlang),Bulukumba
kec_5437,Kajang,Bulukumba
kec_5438,Sinjai Utara,Sinjai
kec_5439,Pulau Sembilan,Sinjai
kec_5440,Sinjai Tengah,Sinjai
kec_5441,Sinjai Barat,Sinjai
kec_5442,Bulupoddo,Sinjai
kec_5443,Sinjai Selatan,Sinjai
kec_5444,Ujung Loe,Bulukumba
kec_5445,Sinjai Borong,Sinjai
kec_5446,Sinjai Timur,Sinjai
kec_5447,Tanete Riattang,Bone
kec_5448,Kahu,Bone
kec_5449,Tanete Riattang Timur,Bone
kec_5450,Tanete Riattang Barat,Bone
kec_5451,Tellu Siattinge,Bone
kec_5452,Dua Boccoe,Bone
kec_5453,Cenrana,Bone
kec_5454,Cenrana,Maros
kec_5455,Amali,Bone
kec_5456,Ajangale,Bone
kec_5457,Palakka,Bone
kec_5458,Ulaweng,Bone
kec_5459,Bengo,Bone
kec_5460,Lappariaja,Bone
kec_5461,Lamuru,Bone
kec_5462,Ponre,Bone
kec_5463,Libureng,Bone
kec_5464,Bontocani,Bone
kec_5465,Patimpeng,Bone
kec_5466,Cina,Bone
kec_5467,Mare,Bone
kec_5468,Tonra,Bone
kec_5469,Salomekko,Bone
kec_5470,Awangpone,Bone
kec_5471,Kajuara,Bone
kec_5472,Sibulue,Bone
